,prompt,source,index,precision,reciprocal_rank,caption_id
3474,A red PARE sign sitting on the side of a pole.,mscoco,4770,0.1,0.5,225380
3475,"A living room area of a house that has a flatscreen television on the wall, over a fireplace.",mscoco,3904,0.6,1.0,530959
3476,Wake boarder dressed as Lego figure goi off ramp in lake.,mscoco,5875,0.0,0.013157894736842105,766241
3477,Street signs in a flooded area during a storm.,mscoco,5823,0.5,1.0,546745
3478,A baseball player pulls his arm back to throw the ball.,mscoco,3996,0.5,0.25,654093
3479,A large clock hanging off the side of a building.,mscoco,4482,0.5,1.0,556741
3480,A bunch of luggage that is stacked on a cart.,mscoco,5597,0.8,1.0,711692
3481,A huge white bathtub and toilet in a yellow tile and white bathroom with two windows.,mscoco,2653,0.1,1.0,565484
3482,Three young women pose with their tennis rackets.,mscoco,1097,0.1,1.0,672375
3483,"A living room with two blue couches, a small table and a small tv.",mscoco,383,0.4,0.5,553354
3484,a couch with pillows and a glass table,mscoco,3709,0.3,1.0,340084
3485,a big clock sitting inside of a glass window ,mscoco,1856,0.1,1.0,545005
3486,A person is plowing a field with an elephant.,mscoco,436,0.1,1.0,237395
3487,A man in boxers is sitting on a skateboard.,mscoco,639,0.1,0.5,153899
3488,A split picture of two scenes containing the same cat near a window,mscoco,3872,0.1,1.0,64141
3489,A store with bunches of ripe bananas hanging from poles.,mscoco,129,0.3,0.5,221856
3490,a man in glasses is playing with a white controller,mscoco,537,0.4,0.5,39887
3491,Slices of square cut pizza displayed on wooden surface.,mscoco,2920,0.1,0.5,259701
3492,"A living area with chairs, television and a coffee table.",mscoco,5824,0.1,0.5,438000
3493,Giraffes in captivity in a small concrete enclosure.,mscoco,4328,0.0,0.07692307692307693,780361
3494,A picture of four computer and tablet devices.,mscoco,2847,0.4,1.0,686273
3495,A group of black and white cows in pen in a barn.,mscoco,2773,0.3,1.0,296784
3496,The blue city bus is parked beside a pole on the sidewalk. ,mscoco,1512,0.2,0.5,795566
3497,the shower area of a white tiled bathroom,mscoco,4388,0.1,0.16666666666666666,474907
3498,A shorebird walks in mud along the water's edge. ,mscoco,5642,0.0,0.07692307692307693,209208
3499,A triangular pink stop sign. A pink stop sign in the shape of a triangle.,drawbench,56,0.0,0.0,56
3500,The piece of pie is layered and contains chocolate.,mscoco,5345,0.0,0.08333333333333333,745900
3501,A very cute big dog hanging out of a car window.,mscoco,4370,0.7,0.5,481644
3502,A white and green double decker bus on a road.,mscoco,5962,0.5,1.0,268182
3503,A person in blue and white ski suit skiing down a slope.,mscoco,1764,0.2,0.25,365401
3504,A girl is holding a volleyball while a crowd watches. ,mscoco,4162,0.1,1.0,420858
3505,A man standing in front of a television holding a Wii remote control. ,mscoco,4457,0.9,0.5,30137
3506,"A room with a couch, table, chairs and a lamp. ",mscoco,3617,0.0,0.07142857142857142,481373
3507,Skier on a snowboard at a ski resort.,mscoco,4024,0.1,0.1111111111111111,172914
3508,An adult elephant walking next to a small elephant.,mscoco,5414,0.9,1.0,721333
3509,People walking on a city sidewalk in the rain ,mscoco,919,0.8,1.0,587894
3510,A blender being used to blend up foods.,mscoco,3382,0.7,0.5,698033
3511,A large bathroom with a white toilet and large bathroom sink.,mscoco,1160,0.3,0.3333333333333333,606879
3512,a passenger train going down a track by a fence,mscoco,4152,0.2,0.2,736368
3513,Cross-country skiers travel through the open wilderness smiling.,mscoco,4229,0.0,0.023255813953488372,464495
3514,A baseball game with a young boy up to bat.,mscoco,5674,0.6,0.3333333333333333,281664
3515,A baseball player wearing a baseball glove catching a ball.,mscoco,3058,0.1,0.125,329308
3516,Several giraffes stand near each other in a large grassy area,mscoco,5478,0.5,1.0,415101
3517,Split photo of man preparing to serve tennis ball.,mscoco,798,0.1,0.5,634680
3518,A yellow and green bus passing in front of a building.,mscoco,5121,0.2,1.0,233974
3519,A giraffe standing by itself in a grassy area. ,mscoco,2919,0.9,1.0,661006
3520,a little girl wearing a scarf and necklaces smiling at the camera ,mscoco,4575,0.1,1.0,132084
3521,A microwave in a trash can on the corner of a street.,mscoco,3414,0.1,1.0,81365
3522,A white bus sitting next to a red brick building.,mscoco,1551,0.2,0.5,460327
3523,Vintage photo of busy street with streetcars in horse drawn buggies.,mscoco,3820,0.1,0.3333333333333333,552480
3524,A stop light hanging over a city street,mscoco,2322,0.0,0.045454545454545456,208331
3525,A black and white picture of a young man performing a skate board jump.,mscoco,4197,0.5,1.0,522860
3526,A group of bicycles parked along a sidewalk next to a building.,mscoco,1689,0.5,1.0,245579
3527,People near a fruit stand with bunches of bananas.,mscoco,5692,0.8,1.0,65918
3528,A medieval painting of the wifi not working.,drawbench,151,0.0,0.0,151
3529,A woman in yellow tossing a tennis ball over the net to a little boy.,mscoco,4528,0.1,1.0,710149
3530,Light colored long horn cattle in alpine grazing area.,mscoco,5187,0.0,0.05,259846
3531,A baby in his/her chair eating a banana. ,mscoco,3724,0.5,0.5,227990
3532,A red train car is on the tracks between other cars.,mscoco,44,0.0,0.08333333333333333,479763
3533,Two teddy bears with bows on a white background.,mscoco,5724,0.1,0.5,786512
3534,A baseball player standing on a field holding a bat.,mscoco,135,0.6,1.0,478777
3535,A brown horse with a white diamond pattern on the forehead.,mscoco,1583,0.1,0.1111111111111111,68532
3536,People on the ground are flying a variety of kites.,mscoco,306,0.2,1.0,298399
3537,a woman slicing a tomato next to a pan full of food ,mscoco,5601,0.1,1.0,712259
3538,"Young men skateboard outside, doing tricks against various obstacles.",mscoco,2974,0.1,0.1111111111111111,197407
3539,A man eating a slice of pizza in front of a tall building.,mscoco,433,0.2,1.0,627570
3540,A banana is peeled and some slices are cut.,mscoco,3667,0.1,0.14285714285714285,558477
3541,Two giraffes hovering over a small green bush.,mscoco,3557,0.0,0.009259259259259259,474752
3542,a woman reaching her arm up as she gets ready to hit a tennis ball,mscoco,4687,0.4,0.5,710120
3543,A stop sign at the end of a narrow alleyway,mscoco,1282,0.1,0.5,270110
3544,A woman holding a pizza pie on a tray in a kitchen.,mscoco,1783,0.4,1.0,160375
3545,The man is in the lead during the bike race. ,mscoco,1541,0.2,0.3333333333333333,264073
3546,A blue and yellow double decker bus next to a building.,mscoco,4393,0.4,0.5,388695
3547,A baseball player slides into base while the other player waits for the ball.,mscoco,5957,0.8,1.0,492624
3548,A man hitting a ball on a tennis court.,mscoco,4624,0.5,1.0,694293
3549,A large living room with large windows all around it .,mscoco,2566,0.6,1.0,236733
3550,a cat laying inside of a open suit case,mscoco,4405,0.6,1.0,555186
3551,A woman getting ready to hit a tennis ball on a court.,mscoco,3160,0.2,1.0,816343
3552,A long black train traveling under a bridge.,mscoco,1741,0.4,0.5,654188
3553,A roast beef sandwich held together with skewers on a plate.,mscoco,3092,0.2,0.3333333333333333,311212
3554,A street signpost for the intersection of 9th Avenue and California.,mscoco,1383,0.1,0.14285714285714285,133742
3555,Man with a bullhorn on a stage at a skateboarding event.,mscoco,4919,0.0,0.004629629629629629,588008
3556,A dog jumps over a man's back while going after a frisbee.,mscoco,2220,0.1,0.5,790633
3557,Skateboarder standing on his board while texting on a phone. ,mscoco,4077,0.1,1.0,545337
3558,a clock attached to a building with a sign,mscoco,4522,0.2,0.5,467093
3559,Two Canadian geese swim in a green pond.,mscoco,2218,0.4,1.0,291261
3560,"Close up of a pizza with large slices of both chicken and mushrooms on top, and cheese, on a plate with a pizza cutter.",mscoco,5785,0.0,0.03225806451612903,774766
3561,A baseball player swinging a bat at a pitch,mscoco,3751,0.4,0.2,255509
3562,A person riding on the back of a white horse.,mscoco,3891,0.7,1.0,446363
3563,An open box full of fruist and vegetables,mscoco,3733,0.4,0.5,110521
3564,A bird stands on the sand near a toy soccer ball.,mscoco,5919,0.1,0.5,209618
3565,A triangular purple flower pot. A purple flower pot in the shape of a triangle.,drawbench,54,0.0,0.0,54
3566,A stop sign on a hill in San Francisco,mscoco,2726,0.0,0.027777777777777776,138541
3567,An old time photograph of a young man.,mscoco,5346,0.2,1.0,745104
3568,Some people gathered by a very pretty river as a person surfs.,mscoco,4104,0.4,1.0,568558
3569,A picture of a man displayed from the screen of a cell phone.,mscoco,3590,0.3,1.0,192091
3570,Various street signs on a pole in a city.,mscoco,2398,0.6,1.0,657995
3571,Three women sit smiling at a table covered with wine glasses.,mscoco,3658,0.1,1.0,315844
3572,A group of sheep standing on the grass near a wooden fence and trees.,mscoco,4452,0.3,0.14285714285714285,391464
3573,Young man and older lady drinking two different types of wine,mscoco,5051,0.0,0.09090909090909091,202991
3574,A large jetliner flying through a blue sky.,mscoco,2724,0.9,1.0,333214
3575,Three individuals flying a geometric kite on the beach.,mscoco,5604,0.1,0.3333333333333333,13438
3576,Basketball players in the process of making and defending a basket during a basketball game in an arena.,mscoco,3729,0.6,1.0,514194
3577,A tiny and nicely decorated living room that is in someone's house. ,mscoco,2706,0.2,0.3333333333333333,693607
3578,A small bird sitting on a tile floor next to a wall,mscoco,619,0.1,1.0,412754
3579,A kitchen with wooden cabinets and stove and refrigerator.  ,mscoco,544,0.2,0.25,635045
3580,a red motor bike is parked in the gravel ,mscoco,2704,0.2,1.0,562908
3581,A red box on a pole with a solar panel on top.,mscoco,1920,0.1,1.0,686749
3582,A zebra standing in grass in its enclosure.,mscoco,4092,0.4,1.0,701954
3583,a person kneeling down next to a dog in the snow,mscoco,1537,0.3,0.5,105384
3584,A man throwing a frisbee in a green field.,mscoco,3715,0.9,1.0,57679
3585,Elephants are routinely used as heavy duty work animals.,mscoco,4693,0.1,0.5,763868
3586,A man is performing tricks with a frisbee while others watch.,mscoco,1054,0.5,0.5,586557
3587,A desk with a laptop computer and water bottles.,mscoco,3460,0.0,0.02702702702702703,16284
3588,Cross country skiers on a ski trail between trees.,mscoco,4285,0.7,1.0,211055
3589,A brown and white horse looking a the camera and a pony behind,mscoco,4545,0.2,1.0,281904
3590,"Army vehicles, including a U.S. Army jeep and aircraft in a hangar or on display",mscoco,4421,0.1,1.0,432266
3591,Pots and pans sit on top of a range in a kitchen.,mscoco,4599,0.5,0.5,253966
3592,A woman is riding a bicycle on the street.,mscoco,5496,0.8,1.0,745243
3593," A young man performing an aerial skate board trick.
",mscoco,1715,0.3,1.0,675380
3594,A slice of chocolate pie on a plate with a fork.,mscoco,3612,0.1,1.0,692882
3595,Traffic lights at an intersection as the sun is about go behind a cloud.,mscoco,4989,0.3,0.2,529342
3596,A clock tower with a sun dial on the front of a building.,mscoco,1514,0.0,0.008620689655172414,463233
3597,A group of people are flying kites outdoors.,mscoco,4474,0.6,1.0,477966
3598,A boat that is parked on the dock of the water. ,mscoco,2461,0.9,0.5,661007
3599,A double-decker bus makes a turn down the street in front of Big Ben.,mscoco,5028,0.0,0.05555555555555555,685899
3600,A green and yellow train approaching the station.,mscoco,3166,0.2,1.0,109525
3601,Seagulls dive into the water next to boats full of people,mscoco,3739,0.1,0.5,107684
3602,two photos of a cat laying on a brush,mscoco,1427,0.1,1.0,584219
3603,a close up of a toilet in a bath room,mscoco,4074,0.1,1.0,487848
3604,Three colorful kites flying against a clear blue sky.,mscoco,1360,0.3,1.0,55262
3605,A small biplane is painted with a swastika. ,mscoco,4692,0.0,0.07142857142857142,718338
3606,Three people are playing with a frisbee in a pool.,mscoco,3096,0.1,0.5,18313
3607,A tennis player swings her racket at the ball.,mscoco,3162,0.3,0.2,256725
3608,A large bed in a room underneath a window.,mscoco,5690,0.5,0.5,354941
3609,Park bench next to pathway with young children walking nearby.,mscoco,1176,0.1,0.25,552081
3610,The bus is an old and special vehicle.,mscoco,3223,0.4,1.0,766540
3611,Large long necked bird sitting in the water in front of a sunset.,mscoco,4619,0.2,1.0,8098
3612,An assortment of beauty products and random objects lined out on a table top. ,mscoco,4734,0.1,0.3333333333333333,437538
3613,A yellow and green checkered motorcycle parked in front of a store window.,mscoco,1928,0.0,0.08333333333333333,81836
3614,Some gauges that are on a motorcycle dashboard.,mscoco,5682,0.4,1.0,781840
3615,A meal with two plates full of broccoli and other items.,mscoco,3358,0.1,0.2,264907
3616,A black and white photo of a clock tower.,mscoco,3098,0.6,1.0,598275
3617,The player is running to hit a tennis ball.,mscoco,3949,0.5,0.25,383627
3618,A white toilet with an over the toilet cabinet,mscoco,5734,0.4,1.0,742318
3619,Two men standing in a living room holding Wii controllers. ,mscoco,2867,0.9,1.0,85683
3620,A man holding a tennis racquet on top of a tennis court.,mscoco,1559,0.8,1.0,479537
3621,A young woman sitting on a bench using her cell phone,mscoco,2686,0.9,0.5,666792
3622,A dinner plate with chicken and broccoli with cheese sauce.,mscoco,1731,0.1,1.0,388621
3623,a baseball player is swinging a bat at a game,mscoco,2511,0.3,0.3333333333333333,596715
3624,A young man riding a skateboard down a sidewalk.,mscoco,157,0.0,0.05555555555555555,97604
3625,Two horses standing in the green grass within the fence. ,mscoco,3434,0.8,1.0,773636
3626,Small dish of meat with cucumber on top of rice.,mscoco,4844,0.1,1.0,439305
3627,A young skier stands in the snow looking off to the side. ,mscoco,4656,0.0,0.08333333333333333,828292
3628,A man holding a tennis racquet in a defensive stance.,mscoco,159,0.0,0.047619047619047616,271116
3629,A skier in a red outfit skiing down a snow covered hill.,mscoco,4500,0.9,1.0,231592
3630,Roof of a brick building with a chimney and a steeple with a weather vane on top.,mscoco,5681,0.4,1.0,239578
3631,Child eating pizza at birthday party with colorful plates and table.,mscoco,1823,0.1,0.3333333333333333,216715
3632,Two cats look out of a front window at the street.,mscoco,5851,0.4,1.0,183821
3633,Many kites are flying in the air on a cloudy day.,mscoco,737,0.7,1.0,648270
3634,A coffee cup and computer mouse on a desk.,mscoco,2657,0.6,1.0,656120
3635,Baby looking at high chair tray with banana pieces on it,mscoco,3598,0.1,0.5,600529
3636,Several sheep are in a stall eating and adorned with bandannas.,mscoco,2950,0.1,0.14285714285714285,142964
3637,A man rides his bike down a street with his surfboard attached to the side. ,mscoco,3841,0.2,0.3333333333333333,409231
3638,A group of people fly their kites in a field of flowers. ,mscoco,5131,0.2,1.0,382573
3639,A casserole is cooking in a toaster oven.,mscoco,5211,0.0,0.017543859649122806,416894
3640,a small boy in a helmet rides his skateboard on a paved area,mscoco,4830,0.7,0.3333333333333333,591227
3641,Small mounted television sitting inside a bedroom with orange walls. ,mscoco,2658,0.1,0.5,108088
